@id,@lon,@lat,name
309895665,21.4234739,41.9974438,Fast food 7
309960539,21.4785930,42.0035241,
310348048,21.3918782,41.9985413,Лап Лап
444537210,22.4107960,41.9170217,Сендвичара Азман
461661463,22.6379105,41.4395826,23
461663030,22.6490943,41.4385145,Bakers
470916907,21.4268596,42.0003611,Жито Леб
478041041,22.0137691,41.4339698,Fast Food
529806405,22.0116563,41.4341433,Marilyn
529811495,22.0157848,41.4345938,Marilyn
543384566,20.7212960,41.6368854,Трифкова Колиба
918590533,21.4313196,41.9870500,four seasons
933634409,21.4597832,41.9896275,Fast food 7
989996644,22.1934589,41.7371381,Bambi
1355336585,21.4173939,42.0008922,Сендвичара Попе
1381654588,21.4217901,41.9990725,Гирадико
1475388229,21.3498744,42.0306680,
1475388239,21.3488605,42.0308712,
1475388240,21.3482758,42.0316681,
1475404531,21.3695897,42.0078102,Пинк
1477313388,21.3544426,42.0186405,
1477313456,21.3546974,42.0184891,
1577271085,21.4245045,42.0006003,Pepper
1704391291,20.9578568,41.5122184,
1704391292,20.9575994,41.5131504,
1762422140,21.7183301,42.1345469,Џу Џу Бургер
1762422144,21.7173429,42.1338027,Аркадија
1768194409,21.7176488,42.1351576,Максим
1822907697,21.3899358,42.0007595,Лесковачка скара „Вили“
1858363849,21.4223038,41.9975630,Pizza Delivery "Mamma Italiana"
1866179709,21.4302496,41.9930256,Pizza FRESKO
1870054369,21.4275081,41.9936252,Гиро
1985948429,21.4239170,41.9974027,Like Gyros
1999950858,22.2436498,41.4098049,AS
2004962771,21.4059587,42.0015351,Вили
2248576366,20.8540545,41.6714481,Стража
2316156253,21.3353453,41.0296756,SM-Sport
2357239827,20.9587779,41.5120976,
2377969091,20.7987370,41.1126873,
2377969132,20.8081755,41.1048119,Big Pi
2377969280,20.8001299,41.1135504,Pink Panter
2472332550,21.4330638,41.9855468,Go Get Burger
2500120279,21.4371810,41.9915154,Zlatno petle
2601311971,21.4085492,42.0041455,Iva
2717052812,21.4223505,42.0023481,Ganzoni
2858315264,21.4167758,42.0035281,DM Restaurant
2887575858,21.4635675,41.9893772,Лесковачка Вили
3099553252,21.6269380,41.9612516,Burger King
3103985011,21.4365688,41.9939364,
3109618757,22.5008568,41.1426925,CLIQUE
3162735462,22.4618480,41.6379460,Fast Food Melani
3162741161,22.4616400,41.6382010,Grill Melani
3162779663,22.4643310,41.6328650,
3304519276,21.4634495,41.9892217,Лесковац
3419149543,21.6906953,41.8805932,Grill Bar
3484100383,21.4223968,41.9914096,
3484101195,21.4207515,41.9906511,MFC - Macedonian Fried Chicken
3494577049,21.3912646,42.0048773,Burger King
3623547525,21.4238539,41.9952491,Burger Friends
3663791822,21.4755231,41.9811549,Royal Burger
3696549084,22.7765278,41.9665702,Анкет
3696549085,22.7771972,41.9664561,Сиан
3696549087,22.7774699,41.9661844,Буцко - Бурекчилница
3826400405,20.7998658,41.1127888,Гиро Летница
3826400433,20.8022889,41.1127338,
3826400440,20.8033532,41.1109264,
3828431959,21.7828824,41.7176771,Ројал
3830788260,21.4370526,41.9900984,Винчиторе Пица
3832366896,21.4197501,41.9898733,
4142662213,21.5493109,41.3505012,СиС
4142664989,21.5493787,41.3503370,Сникерс Грижо
4187276689,21.4941048,41.9977923,Томи
4190893589,21.4237032,42.0000584,Пемпеле
4239355303,22.1969715,41.7386184,Зимбако
4247298789,22.1940792,41.7384717,Хамби
4247299589,22.1933812,41.7371183,JA-JA
4267660932,20.9896305,42.0042064,Chitir Chicken
4267660933,20.9895845,42.0041365,Doner Kebab
4267660934,20.9893133,42.0042922,Шатци
4355253301,21.4531813,41.9877171,Лесковачка Вили
4411103897,21.3354104,41.0300902,Мики Бургер
4422242271,22.1940192,41.7365893,
4456514081,21.5737139,41.9973758,Gyroland
4469867192,20.9135714,41.7986620,Happy M grill
4502450591,20.9270945,41.9408980,Max Doner
4502468092,20.9262185,41.9420491,Rinia 97
4553896955,21.2166302,41.5121022,Млецен Ресторан Симед
4573205008,21.3979429,42.0034744,Tripod King
4573205010,21.3963477,42.0026669,Вегера
4594432344,21.4348936,41.9952816,Ла Пуерта
4594432347,21.4365654,41.9946948,Тетекс
4650540393,21.5093746,41.9956244,Ketering Vkusno
4658242090,21.5029163,42.0066260,City Fast Food
4705276389,21.0398878,42.0597188,Контраст
4706991251,21.4224930,42.0022793,Ganzoni
4707106097,21.4237998,41.9974428,Like Gyros
4734473401,21.4474069,42.0180550,Burek
4920962547,21.3878449,42.0038168,Domino's
4986311021,21.4650587,41.9909648,Kono pizza
5040657122,21.5798143,41.9972131,
5041735621,21.3909815,42.0049046,Chicken House
5131817487,21.4255670,41.9955107,Domino's Pizza
5204164823,21.4170443,42.0033980,Royal Burger
5242828732,21.4075453,42.0027787,
5244290630,21.3862977,42.0055632,Rende
5289706560,21.4279999,41.9915759,Burger King
5292130849,21.4245830,41.9965778,American best burger
5299947547,21.4000902,42.0029952,Foodio
5331095878,21.4020786,42.0065896,Etna
5333318377,21.4006990,42.0028979,Жужу Бургер
5344777649,21.3736231,42.0074824,
5419951297,20.9670265,42.0054336,
5431407636,21.4012616,42.0032708,Magic
5601865133,20.7990387,41.1180922,City Chicken
5660202454,21.4231465,41.9999867,Dogs bar
5687563887,21.4318165,41.9944177,BubbleWaffle's
5761129221,21.0137006,41.0891028,Сендвичара Преспа Мефо
5782900754,21.4457433,41.9878133,Пицерија Џокер
5811947853,21.2185145,41.5075708,Бурек
5869018606,21.4605034,42.0026892,Млечен ресторант АНЕ
5968279888,21.4353025,41.9989349,Gelateria Mony
6054036207,21.4449511,41.9911273,
6054048496,21.4301511,41.9927909,
6054048498,21.4387967,42.0027291,
6054048507,21.4395864,41.9968420,
6054048692,21.4184238,41.9993211,Cafe Pauza
6054048693,21.4184652,41.9989695,
6054048728,21.4120688,41.9971695,
6054049788,21.4238695,41.9975168,
6054049814,21.4603461,42.0004829,
6054050094,21.4239494,41.9982041,
6079524205,22.5890919,42.0225504,Bumbarche
6079524206,22.5902610,42.0228743,Jafer
6125715891,22.3899520,42.2246851,Дервен
6164755128,21.4100230,42.0053622,Spizzicotto
6164755129,21.4101783,42.0053452,Bon Appetit
6291341775,21.4375301,41.9856700,
6315032010,21.4392006,41.9827761,Пицерија Ди Наполи
6345996092,22.1963608,41.7386743,Стојанче Кубаската
6347416870,22.1938840,41.7383062,
6347435784,22.1928607,41.7374044,
6347435986,22.1930454,41.7376072,Бамби 2
6348113850,22.1936670,41.7384275,
6348172160,22.1970264,41.7386272,
6387926171,22.1898092,41.7408418,
6393028779,20.7997775,41.1137008,Burger Station
6553390108,22.2441611,41.4096730,Svezda
6604781586,21.4682623,41.9819621,Ла пица
6629117492,21.3288942,41.0292602,
6632801985,21.4348630,41.9953660,La Puerta
6711796057,21.5075789,41.9925078,
6781168985,21.3362463,41.0279297,Корнер
6796436186,21.4276421,41.9966825,Bon Appetit 2
6803017185,21.7114045,42.1369953,City Chicken
6811622585,21.4358076,41.9997339,Engin Cigköfte (vegetarian)
6814231699,21.4373728,42.0000697,Proper pizza
6814236601,21.4381868,42.0025858,Cardak
6814236605,21.4387207,42.0029094,Tetekis
6814246713,21.4389514,42.0023225,Doner
6814246719,21.4398152,42.0004802,Turkish Doner
6814247285,21.4384421,42.0021842,Hamza Doner
6815434690,21.4176339,42.0000500,Петле
6815435286,21.4387997,42.0029095,Teteks
6815454585,21.4293359,42.0250769,KFC
6815931187,21.4323639,41.9958593,Burger King
6830542197,20.8127566,41.1236253,Mar-mar
6830542286,21.4161576,42.0056279,
6831648804,20.7976565,41.1123938,Leonardo pizza
6833100790,20.7997732,41.1139841,Mr. Papo
6833103291,20.7995706,41.1165763,Kebapcilnica
6833103297,20.8054718,41.1152840,Roast chicken
6837039489,20.7989377,41.1168029,Wkusno
7124138444,22.7229882,41.1838446,Сендвичара Џина
7124138445,22.7229960,41.1838017,Форти Сендвич Бар
7508938085,21.4789759,41.9791956,Гранд Бургер
7528237388,21.4308681,41.9923177,Per te
7836016458,21.9409732,41.8647862,
7841117295,21.9409363,41.8651003,Лучијано
